Date,Open,High,Low,Close,Adj Close,Volume
2016-05-23,219.869995,225.929993,215.179993,223.039993,223.039993,18965800
2016-05-30,223.039993,224.750000,216.889999,218.990005,218.990005,10033500
2016-06-06,218.000000,240.850006,215.449997,218.789993,218.789993,24953800
2016-06-13,219.500000,225.770004,212.529999,215.470001,215.470001,16234600
2016-06-20,219.500000,223.750000,189.729996,193.149994,193.149994,48984100
2016-06-27,190.860001,218.240005,187.869995,216.500000,216.500000,29655800
2016-07-04,209.729996,219.809998,208.000000,216.779999,216.779999,17782000
2016-07-11,219.960007,227.500000,219.509995,220.399994,220.399994,18478200
2016-07-18,219.639999,229.800003,218.300003,222.270004,222.270004,16104100
2016-07-25,222.270004,235.279999,221.369995,234.789993,234.789993,16299600
2016-08-01,235.500000,236.630005,221.399994,230.029999,230.029999,19190700
2016-08-08,228.000000,231.539993,223.410004,225.610001,225.610001,10504100
2016-08-15,226.020004,229.500000,222.289993,225.000000,225.000000,9462500
2016-08-22,224.169998,228.490005,218.820007,219.990005,219.990005,13422100
2016-08-29,220.149994,220.399994,196.199997,197.779999,197.779999,23632200
2016-09-05,199.020004,206.500000,193.699997,194.470001,194.470001,15166400
2016-09-12,195.000000,205.699997,193.449997,205.399994,205.399994,15744100
2016-09-19,207.000000,210.179993,201.559998,207.449997,207.449997,12631600
2016-09-26,206.500000,211.000000,199.550003,204.029999,204.029999,13169300
2016-10-03,212.300003,215.669998,195.800003,196.610001,196.610001,19615300
2016-10-10,201.350006,204.139999,196.300003,196.509995,196.509995,14379900
2016-10-17,197.050003,206.660004,192.000000,200.089996,200.089996,25242100
2016-10-24,201.000000,213.699997,199.830002,199.970001,199.970001,28203200
2016-10-31,202.490005,202.490005,185.960007,190.559998,190.559998,23804700
2016-11-07,193.589996,197.490005,180.419998,188.559998,188.559998,26049600
2016-11-14,188.000000,193.000000,178.190002,185.020004,185.020004,23986000
2016-11-21,185.039993,197.240005,183.710007,196.649994,196.649994,17222400
2016-11-28,195.479996,199.350006,180.000000,181.470001,181.470001,21684300
2016-12-05,182.509995,193.839996,182.509995,192.179993,192.179993,18842300
2016-12-12,192.800003,203.000000,191.179993,202.490005,202.490005,20430200
2016-12-19,202.490005,213.449997,199.839996,213.339996,213.339996,21166400
2016-12-26,214.880005,223.800003,211.679993,213.690002,213.690002,18385800
2017-01-02,214.860001,230.309998,210.960007,229.009995,229.009995,28576400
2017-01-09,228.970001,237.850006,225.580002,237.750000,237.750000,21173500
2017-01-16,236.699997,248.679993,234.369995,244.729996,244.729996,20323100
2017-01-23,245.850006,258.459991,245.500000,252.949997,252.949997,22689400
2017-01-30,252.529999,255.889999,247.100006,251.330002,251.330002,16562500
2017-02-06,251.000000,271.179993,250.630005,269.230011,269.230011,23180200
2017-02-13,270.739990,287.390015,264.149994,272.230011,272.230011,32657100
2017-02-20,275.450012,283.450012,250.199997,257.000000,257.000000,37518500
2017-02-27,248.169998,254.850006,242.009995,251.570007,251.570007,28619600
2017-03-06,247.910004,253.889999,243.000000,243.690002,243.690002,17485800
2017-03-13,244.820007,265.750000,242.779999,261.500000,261.500000,29581500
2017-03-20,260.600006,264.799988,250.240005,263.160004,263.160004,23549700
2017-03-27,260.600006,282.000000,259.750000,278.299988,278.299988,25337600
2017-04-03,286.899994,304.880005,284.579987,302.540009,302.540009,42004300
2017-04-10,309.149994,313.730011,295.299988,304.000000,304.000000,28724400
2017-04-17,302.700012,309.149994,297.899994,305.600006,305.600006,21731600
2017-04-24,309.220001,314.799988,305.859985,314.070007,314.070007,24490300
2017-05-01,314.880005,327.660004,290.760010,308.350006,308.350006,43675100
2017-05-08,310.899994,327.000000,305.820007,324.809998,324.809998,31300000
2017-05-15,318.380005,320.200012,305.309998,310.829987,310.829987,28827800
2017-05-22,312.799988,325.489990,303.480011,325.140015,325.140015,26497100
2017-05-29,326.000000,344.880005,325.760010,339.850006,339.850006,30944500
2017-06-05,338.500000,376.869995,334.209991,357.320007,357.320007,53592100
2017-06-12,357.989990,384.250000,350.619995,371.399994,371.399994,52301500
2017-06-19,375.000000,386.989990,367.799988,383.450012,383.450012,32886800
2017-06-26,386.690002,386.950012,354.100006,361.609985,361.609985,33972500
2017-07-03,370.239990,371.350006,306.299988,313.220001,313.220001,56853500
2017-07-10,312.899994,333.100006,303.130005,327.779999,327.779999,49946100
2017-07-17,325.540009,331.649994,313.450012,328.399994,328.399994,32675400
2017-07-24,330.239990,347.500000,326.290009,335.070007,335.070007,33629900
2017-07-31,335.500000,357.269989,311.220001,356.910004,356.910004,52733600
2017-08-07,357.350006,370.000000,352.750000,357.869995,357.869995,32125100
2017-08-14,364.630005,367.660004,345.799988,347.459991,347.459991,21454000
2017-08-21,345.820007,356.660004,331.850006,348.049988,348.049988,23840600
2017-08-28,347.279999,358.440002,338.750000,355.399994,355.399994,18372900
2017-09-04,353.799988,355.489990,341.559998,343.399994,343.399994,15429200
2017-09-11,351.350006,380.000000,350.000000,379.809998,379.809998,30448200
2017-09-18,380.250000,389.609985,350.880005,351.089996,351.089996,31336600
2017-09-25,353.149994,357.470001,335.399994,341.100006,341.100006,31249200
2017-10-02,342.519989,360.100006,331.279999,356.880005,356.880005,32073100
2017-10-09,349.649994,359.779999,342.670013,355.570007,355.570007,26600500
2017-10-16,353.760010,363.000000,344.339996,345.100006,345.100006,23600100
2017-10-23,349.880005,349.950012,316.660004,320.869995,320.869995,30836300
2017-10-30,319.179993,332.609985,292.630005,306.089996,306.089996,47069400
2017-11-06,307.000000,308.359985,296.299988,302.989990,302.989990,26578100
2017-11-13,300.130005,326.670013,299.109985,315.049988,315.049988,38796900
2017-11-20,313.790009,318.230011,304.750000,315.549988,315.549988,23670700
2017-11-27,313.250000,320.000000,301.230011,306.529999,306.529999,26917300
2017-12-04,306.500000,318.630005,300.000000,315.130005,315.130005,25926000
2017-12-11,314.630005,347.440002,313.750000,343.450012,343.450012,35625800
2017-12-18,344.899994,346.730011,324.820007,325.200012,325.200012,26856000
2017-12-25,323.829987,323.940002,309.540009,311.350006,311.350006,17184000
2018-01-01,312.000000,325.250000,305.679993,316.579987,316.579987,23411200
2018-01-08,316.000000,344.809998,315.500000,336.220001,336.220001,32786500
2018-01-15,337.540009,352.299988,334.799988,350.019989,350.019989,24151900
2018-01-22,349.399994,360.500000,335.709991,342.850006,342.850006,28243000
2018-01-29,339.850006,359.660004,338.279999,343.750000,343.750000,23581400
2018-02-05,337.970001,348.619995,294.760010,310.420013,310.420013,39770000
2018-02-12,316.130005,343.119995,306.250000,335.489990,335.489990,26294200
2018-02-19,334.470001,354.989990,331.500000,352.049988,352.049988,20016200
2018-02-26,353.500000,359.989990,322.970001,335.119995,335.119995,27185500
2018-03-05,332.390015,337.750000,321.739990,327.170013,327.170013,22189800
2018-03-12,328.609985,347.209991,319.070007,321.350006,321.350006,34879300
2018-03-19,316.500000,322.440002,300.450012,301.540009,301.540009,29801700
2018-03-26,307.339996,307.589996,248.210007,266.130005,266.130005,58419300
2018-04-02,256.260010,309.279999,244.589996,299.299988,299.299988,87496500
2018-04-09,300.369995,309.500000,289.209991,300.339996,300.339996,43658500
2018-04-16,299.000000,301.010010,282.510010,290.239990,290.239990,31614700
2018-04-23,291.290009,294.470001,276.500000,294.079987,294.079987,23312900
2018-04-30,293.609985,306.850006,275.230011,294.089996,294.089996,43745700
2018-05-07,297.500000,312.989990,295.170013,301.059998,301.059998,30666800
2018-05-14,303.320007,304.940002,274.000000,276.820007,276.820007,34152500
2018-05-21,281.329987,291.489990,273.420013,278.850006,278.850006,32165300
2018-05-28,278.510010,295.010010,276.149994,291.820007,291.820007,24500400
2018-06-04,294.339996,330.000000,286.739990,317.660004,317.660004,52110800
2018-06-11,322.510010,364.670013,322.500000,358.170013,358.170013,66830000
2018-06-18,355.399994,373.730011,332.000000,333.630005,333.630005,51452000
2018-06-25,330.119995,357.019989,325.799988,342.950012,342.950012,37607900
2018-07-02,360.070007,364.779999,296.220001,308.899994,308.899994,57384300
2018-07-09,311.989990,327.679993,308.000000,318.869995,318.869995,33543400
2018-07-16,311.709991,325.500000,306.250000,313.579987,313.579987,31516600
2018-07-23,301.839996,310.700012,292.549988,297.179993,297.179993,37992900
2018-07-30,295.899994,355.000000,286.130005,348.170013,348.170013,58891900
2018-08-06,345.459991,387.459991,339.149994,355.489990,355.489990,92747100
2018-08-13,361.130005,363.190002,303.529999,305.500000,305.500000,51574200
2018-08-20,291.700012,327.320007,288.200012,322.820007,322.820007,45270400
2018-08-27,318.000000,322.440002,297.720001,301.660004,301.660004,40767600
2018-09-03,296.940002,298.190002,252.250000,263.239990,263.239990,46044000
2018-09-10,273.260010,297.329987,271.000000,295.200012,295.200012,46574800
2018-09-17,290.040009,305.980011,275.500000,299.100006,299.100006,44129900
2018-09-24,298.480011,314.959991,260.559998,264.769989,264.769989,59326700
2018-10-01,305.769989,316.839996,260.000000,261.950012,261.950012,69274800
2018-10-08,264.519989,267.760010,247.770004,258.779999,258.779999,53717700
2018-10-15,259.059998,282.700012,253.500000,260.000000,260.000000,39178600
2018-10-22,260.679993,339.899994,252.589996,330.899994,330.899994,92952600
2018-10-29,337.470001,349.200012,322.260010,346.410004,346.410004,47045100
2018-11-05,340.500000,357.579987,330.140015,350.510010,350.510010,34157900
2018-11-12,348.369995,355.700012,330.339996,354.309998,354.309998,29262300
2018-11-19,356.339996,366.750000,325.549988,325.829987,325.829987,26603000
2018-11-26,325.000000,351.600006,325.000000,350.480011,350.480011,27187800
2018-12-03,360.000000,379.489990,350.760010,357.970001,357.970001,36122100
2018-12-10,360.000000,377.869995,353.119995,365.709991,365.709991,31652800
2018-12-17,362.000000,365.700012,311.869995,319.769989,319.769989,40136900
2018-12-24,313.500000,336.239990,294.089996,333.869995,333.869995,32237100
2018-12-31,337.790009,339.209991,297.380005,317.690002,317.690002,32320200
2019-01-07,321.720001,348.410004,317.750000,347.260010,347.260010,31088100
2019-01-14,342.380005,352.000000,299.730011,302.260010,302.260010,43823100
2019-01-21,304.820007,308.000000,279.279999,297.040009,297.040009,39858500
2019-01-28,292.910004,316.100006,287.750000,312.209991,312.209991,42147900
2019-02-04,312.980011,324.239990,298.500000,305.799988,305.799988,31498200
2019-02-11,311.600006,318.600006,301.000000,307.880005,307.880005,26894600
2019-02-18,306.559998,311.540009,290.500000,294.709991,294.709991,25960300
2019-02-25,297.910004,320.000000,288.769989,294.790009,294.790009,59825000
2019-03-04,298.119995,299.000000,270.100006,284.140015,284.140015,64459100
2019-03-11,283.519989,295.390015,274.399994,275.429993,275.429993,43630000
2019-03-18,276.000000,278.049988,263.459991,264.529999,264.529999,43682500
2019-03-25,259.709991,280.329987,254.460007,279.859985,279.859985,39110500
2019-04-01,282.619995,296.170013,260.589996,274.959991,274.959991,58278200
2019-04-08,277.690002,281.160004,265.600006,267.700012,267.700012,39957600
2019-04-15,268.630005,275.000000,258.630005,273.260010,273.260010,28314300
2019-04-22,269.000000,269.679993,231.130005,235.139999,235.139999,78028600
2019-04-29,235.860001,256.609985,231.500000,255.029999,255.029999,78749600
2019-05-06,250.020004,258.350006,236.020004,239.520004,239.520004,40861400
2019-05-13,232.009995,234.500000,208.919998,211.029999,211.029999,50653200
2019-05-20,202.800003,207.399994,186.220001,190.630005,190.630005,97899000
2019-05-27,191.199997,195.000000,184.100006,185.160004,185.160004,40614700
2019-06-03,185.509995,211.000000,176.990005,204.500000,204.500000,76628400
2019-06-10,210.250000,223.380005,207.509995,214.919998,214.919998,53026400
2019-06-17,215.479996,234.740005,214.270004,221.860001,221.860001,51673300
2019-06-24,223.240005,227.229996,217.350006,223.460007,223.460007,33631200
2019-07-01,230.210007,241.570007,222.220001,233.100006,233.100006,38763800
2019-07-08,231.240005,245.380005,227.279999,245.080002,245.080002,37931900
2019-07-15,248.000000,259.959991,244.860001,258.179993,258.179993,40726700
2019-07-22,258.750000,266.070007,222.250000,228.039993,228.039993,55384300
2019-07-29,227.089996,246.679993,226.029999,234.339996,234.339996,40956500
2019-08-05,229.600006,239.800003,225.750000,235.009995,235.009995,26514500
2019-08-12,232.990005,236.000000,211.550003,219.940002,219.940002,32332700
2019-08-19,224.210007,229.089996,211.000000,211.399994,211.399994,32326700
2019-08-26,213.600006,232.440002,211.539993,225.610001,225.610001,28193700
2019-09-02,224.080002,229.800003,219.210007,227.449997,227.449997,22699800
2019-09-09,230.000000,253.500000,228.940002,245.199997,245.199997,33623500
2019-09-16,246.000000,248.169998,238.160004,240.619995,240.619995,23912500
2019-09-23,240.000000,248.710007,218.360001,242.130005,242.130005,49659700
2019-09-30,243.000000,245.949997,224.279999,231.429993,231.429993,40753300
2019-10-07,229.800003,251.080002,228.550003,247.889999,247.889999,38395500
2019-10-14,247.899994,264.779999,247.130005,256.950012,256.950012,33841000
2019-10-21,258.329987,330.000000,250.179993,328.130005,328.130005,74609200
2019-10-28,327.540009,340.839996,309.799988,313.309998,313.309998,52647300
2019-11-04,314.799988,341.500000,309.260010,337.140015,337.140015,44207800
2019-11-11,343.950012,356.329987,342.000000,352.170013,352.170013,37040100
2019-11-18,352.920013,361.200012,330.000000,333.040009,333.040009,41830900
2019-11-25,344.320007,344.570007,327.100006,329.940002,329.940002,28308100
2019-12-02,329.399994,338.859985,327.250000,335.890015,335.890015,29518200
2019-12-09,336.589996,365.209991,335.079987,358.390015,358.390015,39084000
2019-12-16,362.549988,413.000000,362.500000,405.589996,405.589996,73651800
2019-12-23,411.779999,435.309998,410.000000,430.380005,430.380005,41953900
2019-12-30,428.790009,454.000000,402.079987,443.010010,443.010010,50182700
2020-01-06,440.470001,498.799988,440.000000,478.149994,478.149994,100559300
2020-01-13,493.500000,547.409973,492.000000,510.500000,510.500000,108248400
2020-01-20,530.250000,594.500000,528.409973,564.820007,564.820007,83177100
2020-01-27,541.989990,653.000000,539.280029,650.570007,650.570007,87923100
2020-02-03,673.690002,968.989990,673.520020,748.070007,748.070007,213518200
2020-02-07,730.549988,769.750000,730.010010,748.070007,748.070007,17063521
